"offset","length","en","id"
"97586","35","We're still gathering what we need.","Kami masih mengumpulkan apa yang kami perlukan."
"97622","69","Obliged to you. Thought them things had my number for sure this time.","Wajib bagi Anda. Kupikir mereka pasti punya nomorku kali ini."
"97692","26","How does now work for you?","Bagaimana cara kerjanya sekarang untuk Anda?"
"97719","22","RV: Needs Disinfecting","RV: Perlu Disinfeksi"
"97742","75","Maybe that's a good thing, right? Maybe it means this thing is almost over?","Mungkin itu hal yang baik, bukan? Mungkinkah itu berarti masalah ini hampir berakhir?"
"97818","91","Yeah, I did. I got you a pony. Yeah, but then it tried to eat me, so I shot it in the face.","Ya, benar. Aku membelikanmu seekor kuda poni. Ya, tapi kemudian dia mencoba memakanku, jadi aku menembak wajahnya."
"97910","59","Good news, our people just kicked some serious zombie butt.","Kabar baik, orang-orang kita baru saja menghajar beberapa zombi yang serius."
"97978","130","Took me almost 20 minutes to find a first aid kit yesterday. If it had been a more severe injury, somebody could have died. - %1$s","Butuh waktu hampir 20 menit bagi saya untuk menemukan kotak P3K kemarin. Jika cederanya lebih parah, seseorang bisa saja meninggal. - %1$s"
"98109","28","We should do one more sweep.","Kita harus melakukan satu sapuan lagi."
"98138","111","Lead's pretty easy, and you can make gunpowder if you're not afraid of your own piss, but brass? That's tricky.","Timbal cukup mudah, dan Anda bisa membuat bubuk mesiu jika Anda tidak takut dengan kencing Anda sendiri, tapi kuningan? Itu rumit."
"98250","25","Look for Places to Search","Cari Tempat untuk Dicari"
"98276","26","We should have it covered.","Kita harus menutupinya."
"98303","27","Destroy the Armored Zombies","Hancurkan Zombi Lapis Baja"
"98331","32","Well, that's one way to stop it.","Nah, itu salah satu cara untuk menghentikannya."
"98364","23","1 Outpost - PMC Snipers","1 Pos terdepan - Penembak jitu PMC"
"98388","17","What's the point?","Apa gunanya?"
"98411","41","Good to know folks here have got my back.","Senang mengetahui bahwa orang-orang di sini mendukung saya."
"98453","39","Shit, might as well get this over with.","Sial, sebaiknya selesaikan saja ini."
"98493","22","Clear 'em out, people!","Bersihkan mereka, teman-teman!"
"98516","21","Engineering Textbooks","Buku Teks Teknik"
"98538","42","Pre-1964 models are very valuable. Scoped.","Model sebelum tahun 1964 sangat berharga. Cakupan."
"98581","40","Then I'll answer any questions you want.","Lalu saya akan menjawab pertanyaan apa pun yang Anda inginkan."
"98622","124","Our scouts are reporting a lot of zombies closing in on your location. Might want to tell your sentries to wake the hell up.","Pengintai kami melaporkan banyak zombie mendekati lokasi Anda. Mungkin ingin memberitahu penjagamu untuk bangun."
"98747","74","How would you feel about helping us do a little zed-related housecleaning?","Bagaimana perasaan Anda saat membantu kami melakukan sedikit pembersihan rumah yang berhubungan dengan semangat?"
"98822","18","You're kidding me!","Anda bercanda!"
"98841","114","We think those materials may be useful. Recover them, along with any personnel you find at the site. Doghouse out.","Kami rasa materi tersebut mungkin berguna. Pulihkan mereka, bersama dengan personel yang Anda temukan di lokasi. Rumah anjing keluar."
"98956","7","Bee Wax","Lilin Lebah"
"98964","95","Unlocks the ability to create Chemical Incendiaries. REQUIRES A MUNITIONS SHOP and MEDICAL LAB.","Membuka kemampuan untuk membuat Pembakar Kimia. MEMBUTUHKAN TOKO MUNISI dan LAB MEDIS."
"99060","119","Highroad Actual to Black Friday. We've lost contact with some university faculty trying to get out of the city on foot.","Jalan Raya Aktual hingga Black Friday. Kami kehilangan kontak dengan beberapa dosen universitas yang mencoba keluar kota dengan berjalan kaki."
"99180","27","I'm happy to do what I can.","Saya senang melakukan apa yang saya bisa."
"99228","29","I could use some backup here!","Saya bisa menggunakan cadangan di sini!"
"99258","26","Like you took care of Eli?","Seperti kamu merawat Eli?"
"99285","21","Grenade Launcher Ammo","Amunisi Peluncur Granat"
"99307","28","ADVICE: Build a Medical Area","SARAN: Bangun Area Medis"
"99336","23","Octo Sedan Sport Series","Seri Olahraga Sedan Octo"
"99360","45","We've got some more rounds of .44 ammunition.","Kami punya beberapa butir amunisi .44 lagi."
"99406","54","Don't see why we don't just take whatever you brought.","Tidak mengerti mengapa kami tidak mengambil apa pun yang Anda bawa saja."
"99461","50","Let's head to a neutral location for the exchange.","Mari menuju ke lokasi netral untuk pertukaran."
"99528","22","Has a job for someone.","Memiliki pekerjaan untuk seseorang."
"99551","25","Help destroy a Juggernaut","Membantu menghancurkan Juggernaut"
"99581","32","Could use some time to cool off.","Mungkin perlu waktu untuk menenangkan diri."
"99614","34","I think I found us an opportunity.","Saya rasa saya telah menemukan peluang bagi kita."
"99649","36","Get out of here! This stuff is mine.","Keluar dari sini! Barang ini milikku."
"99686","23","Back from a supply run.","Kembali dari persediaan."
"99710","16","Time to move on.","Saatnya untuk melanjutkan."
"99727","140","You're scared, I get that, but you can't let fear own you. We keep going because we have to. You give up and the zeds win. It's that simple.","Anda takut, saya mengerti, tetapi Anda tidak bisa membiarkan rasa takut menguasai Anda. Kami terus berjalan karena kami harus melakukannya. Anda menyerah dan zeds menang. Sesederhana itu."
"99868","147","Harlan, can you pick up a carton of milk at the Tartan Mart next time you're out? I want to bake a cake for Lucy's birthday. Thanks! - Sandy xoxoxo","Harlan, bisakah kamu membeli sekotak susu di Tartan Mart lain kali kamu keluar? Saya ingin membuat kue untuk ulang tahun Lucy. Terima kasih! - Sandy xoxoxo"
"100016","10","Microscope","Mikroskop"
"100027","30","Come get us when you're ready.","Ayo jemput kami jika kamu sudah siap."
"100058","62","Sitting around the base isn't making the situation any better.","Duduk di sekitar markas tidak membuat situasi menjadi lebih baik."
"100128","28","Not till I rest up a little.","Tidak sampai aku beristirahat sebentar."
"100157","42","Seems like everyone's been on edge lately.","Sepertinya semua orang gelisah akhir-akhir ini."
"100200","14","BUILT: Library","DIBANGUN: Perpustakaan"
"100215","34","Want to help clear an infestation?","Ingin membantu memberantas infestasi?"
"100250","31","SURVIVAL TACTICS: Zombie Hordes","TAKTIK SURVIVAL: Gerombolan Zombi"
"100282","102","You have any idea how much of a living hell %2$s made my life? Should have done this years ago. - %1$s","Anda tahu betapa %1$s hidup di neraka membuat hidup saya? Seharusnya melakukan ini bertahun-tahun yang lalu. - %1$s"
"100385","43","Brought home some building materials. -%1$s","Membawa pulang beberapa bahan bangunan. -%1$s"
"100429","25","MISSION: Fork in the Road","MISI: Pertigaan Jalan"
"100455","24","HURT: Serious Blood Loss","TERLUKA: Kehilangan Darah Serius"
"100480","49","TIP: Press [ui_click] to set or clear a waypoint.","TIPS: Tekan [ui_click] untuk mengatur atau menghapus titik jalan."
"100530","26","That should do it for now.","Itu seharusnya cukup untuk saat ini."
"100563","219","Look around! Civilization has gone down in flames, people are turning on each other like jackals around half a zebra carcass, zombies are probably gonna be the only species of human left on the planet in a few years....","Lihatlah sekeliling! Peradaban telah musnah, orang-orang saling menyerang seperti serigala di sekitar setengah bangkai zebra, zombie mungkin akan menjadi satu-satunya spesies manusia yang tersisa di planet ini dalam beberapa tahun...."
"100783","66","Just sorry your reward for that looks like death by super-cholera.","Mohon maaf atas imbalan yang Anda terima karena hal itu tampak seperti kematian akibat kolera super."
"100858","23","Watch that right flank!","Perhatikan sayap kanan itu!"
"100882","47","New steps in engineering, pistol configuration.","Langkah baru dalam bidang teknik, konfigurasi pistol."
"100930","30","This is the only way out. %1$s","Ini adalah satu-satunya jalan keluar. %1$s"
"100961","16","Well that's odd.","Itu aneh."
"100986","33","You see a gun in my fuckin' hand?","Anda melihat pistol di tangan saya?"
"101020","8","Nichelle","Nichelle"
"101029","21","Do you need any help?","Apakah Anda memerlukan bantuan?"
"101051","33","Oh God, I don't want to die here!","Ya Tuhan, aku tidak ingin mati di sini!"
"101085","17","This one's clear.","Yang ini jelas."
"101103","85","The SKS Prepper rifle and the Folding Axe have been delivered into our supply locker.","Senapan SKS Prepper dan Kapak Lipat telah dikirimkan ke loker perbekalan kami."
"101189","65","Lost mine trying to bust a zombie skull back on the second night.","Kehilangan milikku saat mencoba menghancurkan tengkorak zombie kembali pada malam kedua."
"101255","12","Howdy doody!","Apa kabar buruknya!"
"101268","65","You know, rifling through things like that? That's noisy as hell.","Anda tahu, mengobrak-abrik hal-hal seperti itu? Itu berisik sekali."
"101334","118","So, wait a minute. What's the government's response to all this? Haven't they sent in the National Guard or something?","Jadi, tunggu sebentar. Apa tanggapan pemerintah terhadap semua ini? Bukankah mereka mengirim Garda Nasional atau semacamnya?"
"101453","121","I don't know about you, but I miss the comforts of modern life. You know, like being able to see after the sun goes down.","Saya tidak tahu tentang Anda, tapi saya rindu kenyamanan kehidupan modern. Anda tahu, seperti bisa melihat setelah matahari terbenam."
"101575","59","Defensive positions everybody. We're about to have company.","Posisi bertahan semuanya. Kita akan ditemani."
"101635","52","We should try to spot the hordes before they see us.","Kita harus mencoba mengenali gerombolan itu sebelum mereka melihat kita."
"101688","55","Pretty big step. Sure you want to go through with this?","Langkah yang cukup besar. Yakin Anda ingin menjalani ini?"
"101744","32","Gotta learn to use a suppressor.","Harus belajar menggunakan penekan."
"101777","8","Bed Rest","Istirahat di Tempat Tidur"
"101786","11","Behind you!","Di belakangmu!"
"101798","58","Oh yeah, here you go. Yeah, my pack was too heavy anyways.","Oh ya, ini dia. Ya, ranselku terlalu berat."
"101857","103","All right, I think I know where I stuck his notes. How many times did I tell him to clean out his crap?","Baiklah, saya rasa saya tahu di mana saya menempelkan catatannya. Berapa kali aku menyuruhnya untuk membersihkan kotorannya?"
"101961","53","I think one of them was even wearing an Army uniform.","Saya pikir salah satu dari mereka bahkan mengenakan seragam Angkatan Darat."
"102015","29","Trade our Ammo for some Fuel?","Tukarkan Amunisi kita dengan Bahan Bakar?"
"102045","17","Over here, hurry!","Ke sini, cepat!"
"102063","33","I hope this is worth the trouble.","Saya harap ini sepadan dengan masalahnya."
"102097","99","Look, I just... I just can't go back there. Not yet. If I don't bring in my quota, my ass is toast.","Dengar, aku hanya... Aku tidak bisa kembali ke sana. Belum. Jika saya tidak membawa kuota saya, saya akan terpanggang."
"102197","456","I never meant to... hell, I never thought I was even capable of something like that. I guess you never really know what you're capable of until you're three days out from your last meal and some kid grabs the last can of tuna fish out from under you, huh? Learned a lot of things that day. Like how it feels to crush the life out of somebody's throat. I don't even know who I'm writing this note to. God? Myself? That kid? Hell, whoever you are, I'm sorry.","Aku tidak pernah bermaksud... sial, aku tidak pernah berpikir aku mampu melakukan hal seperti itu. Saya kira Anda tidak pernah benar-benar tahu apa yang mampu Anda lakukan sampai Anda tiga hari setelah makan terakhir Anda dan seorang anak mengambil kaleng ikan tuna terakhir dari bawah Anda, ya? Belajar banyak hal hari itu. Seperti bagaimana rasanya menghancurkan kehidupan dari tenggorokan seseorang. Aku bahkan tidak tahu kepada siapa aku menulis surat ini. Tuhan? Saya sendiri? Anak itu? Sial, siapa pun kamu, aku minta maaf."
"102654","31","Hey, you wanted me to check in?","Hei, kamu ingin aku check-in?"
"102686","43","Okay, I admit it, I'm impressed. You happy?","Oke, saya akui, saya terkesan. kamu senang?"
"102730","10","Follow me.","Ikuti saya."
"102741","104","But we've got to have each others' backs. Together we can survive this shit. On our own, we're done for.","Tapi kita harus saling mendukung. Bersama-sama kita bisa selamat dari masalah ini. Sendirian, kita sudah selesai."
"102856","34","So how'd you and Eli meet, anyway?","Jadi, bagaimana kamu dan Eli bertemu?"
"102891","29","You aren't near any supplies!","Anda tidak berada di dekat persediaan apa pun!"
"102921","14","The Enthusiast","Penggemar"
"102936","19","COMMERCE: Biodiesel","PERDAGANGAN: Biodiesel"
"102956","58","MEDICINE RESOURCE. A stack of over-the-counter medication.","SUMBER OBAT. Setumpuk obat yang dijual bebas."
"103015","8","Eruzione","Eruzion"
"103024","44","Even tried to convince me to get a pit bull.","Bahkan mencoba meyakinkan saya untuk mendapatkan pit bull."
"103069","40","Look, I really don't have time for this.","Dengar, aku benar-benar tidak punya waktu untuk ini."
