"offset","length","text"
"112328","27","Assault Rifle: AR 15 Custom"
"112356","82","I'm in awe of the balls it takes to go out there and find some crap somebody lost."
"112439","39","Are our friends still hanging on, Lily?"
"112479","103","Don't worry, I'll be back out there as soon as I can. Not gonna let a sucking chest wound slow me down."
"112583","100","Hey. Listen, I just wanted to say, you've been down in the dumps for a while. I'm worried about you."
"112684","19","98 STORY Ariel Long"
"112704","68","Me, I'm not so sure about God, but I've got faith in us. And in you."
"112773","128","Anyways, I've taken up enough of your time. You've probably got a lot on your mind, you don't need old Ray talking your ear off."
"112902","7","Eat me!"
"112910","15","Insubordination"
"112926","18","What's our sitrep?"
"112945","14","Don't hurt me!"
"112960","41","[%s] conflicts with %s. Remap that first."
"113002","22","Aw great. Out of food."
"113025","45","You smell something? Ah, shit, it's a rotter!"
"113071","13","Come to papa."
"113085","18","Sure, let's trade!"
"113104","11","Gas Station"
"113116","64","Earned a skill specialization for one of your community members."
"113181","21","That zed is bad news."
"113203","7","Off RV!"
"113211","109","No buts. We had a deal, and you don't want people thinking you're the sort that breaks his deals, now do you?"
"113321","22","FEMA is a no-show, so "
"113346","97",". the governor is relying on private business owners to set up supply lines and refugee shelters."
"113444","27","Experimental SMG from CLEO."
"113472","138","Upgrading to Sat-Comms will allow us to contact Highroad, our regimental HQ. Hopefully, someone will be there to pick up on the other end."
"113611","11","Rotary Tool"
"113623","16","Trigger the Nuke"
"113640","114","We're too cramped in here, and our runners keep having to go farther and farther from the church to find supplies."
"113755","19","I'm not interested."
"113775","9","Klinsmann"
"113785","30","They're not. We're on our own."
"113816","22","Investigate Crash Site"
"113839","73","Too Quiet... Extra ambush zombies. Small extra damage. No map indicators."
"113921","19","How about a runner?"
"113941","11","Be careful."
"113953","34","Recovered a fallen ally's backpack"
"113988","33","You do not have an item selected."
"114022","12","Nothing Left"
"114035","20","Headed back to base."
"114056","6","SUV JJ"
"114063","9","Unhhhh..."
"114073","55","So all we need from you right now is a little scouting."
"114129","48","Eyes up high. We need you to do a little survey."
"114178","21","Something fishy here."
"114200","93","Think I've seen more of this valley in the past two weeks than I have in the last five years."
"114300","32","Don't worry, I'll get you there."
"114333","22","Feral! Coming in fast!"
"114356","74","This is Cleo. Target designated. You are danger close, please stand clear."
"114431","11","Right, sir?"
"114443","29","I hear them clawing at night."
"114473","31","I see some trouble on our left."
"114505","65","Okay. Now we're going to kill some zombies the old-fashioned way."
"114571","29","Well, then how do we get out?"
"114601","24","ATTITUDE: Short Tempered"
"114626","8","I'm out!"
"114635","51","We're pretty much down to fumes on our fuel supply."
"114687","33","Now that's one ugly motherfucker."
"114721","22","FREAK HUNT: Juggernaut"
"114744","23","EXPIRED: Artillery Site"
"114768","50","Digging through things like that is noisy as hell."
"114819","74","And now some dumb fuck just panicked and wasted a whole bunch of our ammo!"
"114894","71","A lightweight, polymer .45 caliber pistol made for the civilian market."
"114966","43","A favorite of police forces the world over."
"115016","150","These bastards aren't smart, but they never quit. They'll find their way in if there's an opening, and if you give them enough time, they'll make one."
"115167","28","Where are you, you bastards?"
"115196","78","Now, I want you changing those bandages every day, and try not to get 'em wet."
"115275","153","Man, I'd like to see the zeds fuck with us now. They're all, ""Raaaaarrrr, eat your brains!"" and I'm like ""POW! Now there's a bullet in your face, bitch!"""
"115429","10","Fast Hands"
"115440","20","NOTE: Hasta La Vista"
"115461","14","Reading Lights"
"115484","10","Power Kick"
"115495","53","Take this. Better if everybody has at least a little."
"115549","30","FRIENDSHIP EARNED: Sam Hoffman"
"115580","18","That's a bad idea."
"115599","89","Highroad, this is Black Friday. We have Michele Martin inbound with a stack of documents."
"115689","56","The Cleo beacon is up. Watch for a big crowd of zombies."
"115746","36","Roger that. Good luck. Defender out."
"115789","30","Can you see me? I'm invisible!"
"115820","8","Heavener"
"115833","112","It's a risk, but our people could thin out the zombies around our outposts. Should make the area a little safer."
"115946","48","But all you know how to do is get people killed."
"116003","37","I'll have to come back to this later."
"116041","115","Dear whatever prick came in here to loot my house: one can of food in this kitchen is poisoned. Good luck, asshole."
"116157","21","Can't help you there."
"116179","15","Target located."
"116195","41","I need a sitrep on our friends out there."
"116237","75","%1$s ran into some trouble, but at least they got the supplies home. - %2$s"
"116313","92","PERSONAL SKILL. Your Honor, I must object to opposing counsel's attempts to chew on my head."
"116406","41","If he offers to show you a trick, say no."
"116448","79","[message looping tone] One one tango mike papa two five delta zero five sierra."
"116528","21","Might find some here."
"116550","37","This seems like a good place to look."
"116598","26"," I'll mark it on your map."
"116625","51","You came looking for me? Wow... didn't expect that."
"116677","32","Can you grab a car or something?"
"116710","19","Let's look in here."
"116730","104","I don't know why he kept it, but... it kind of made me realize I don't have anything to remember him by."
"116835","12","Medical Area"
"116848","106","Maya didn't join us until pretty late in this whole thing, but right from the beginning she was one of us."
"116955","9","Isolation"
"116965","36","I sprained the hell out of my ankle."
"117002","16","Find a Community"
"117019","44","Look for ""Call for Scavengers"" in the Radio."
"117064","51","Gotta love bringing people in from the cold, right?"
"117124","59","I was out patrolling the other day. Wanna guess what I saw?"
"117184","36","Done and done. Tell Erik he owes us."
"117228","26","[strFailure_CoreNpcKilled]"
"117255","73","Got word of an area that is rumored to have MEDICINE. Let's check it out."
"117329","35","Are we there yet? Yeah, just about."
"117371","15","Can't talk now."
"117387","9","Demetrius"
"117397","155","Oh, like you all have never played ""Zombie Celebrity Lookalike Shooting Gallery."" Actually, I'm pretty sure one of them was the real Suzanne Somers. - %1$s"
"117553","70","And in other good news, it turns out a bunch of our food just spoiled."
"117624","18","Acquiring targets."
"117643","65","One of the Wilkersons' gun thugs is waiting to talk to me. - %1$s"
"117709","17","Barricade's down!"
"117727","58","That's not gonna happen unless we get some more materials."
"117786","18","SWAT team, pronto!"
"117805","18","Shoot the Sick Guy"
"117824","26","Goddammit, Alan.... - %1$s"
"117851","26","That one could be trouble."
"117878","49","[message start tone] This is Cleo. Order derived."
"117928","54","Well, I hope I can prove you wrong. Come on, let's go."
"117983","103","We appreciate it. Last we heard from him, Jack should be somewhere in this vicinity. Let's get looking."
"118097","16","%s is now rested"
"118114","60","No, I'm not going to make a Black Knight joke here. Shut up."
"118175","25","Sure, man. I can do that."
"118213","27","Recoil Reduction Increased!"
"118241","13","Beware of Dog"
"118255","88","DECLINE MISSION. Nobody'll blame you for not helping. (Except the people at the Grange.)"
"118344","38","1980's TV made this very recognizable."
"118383","50","Well, I'd say remember me on election day, but...."
"118434","58","STORAGE facilities increase your maximum storage capacity."
"118493","66","Screamers! Extra Screamers. Small extra damage. No map indicators."
"118560","57","No, but they're none of the people we usually trade with."
"118618","122","We've put together our best guess as to the location, but it isn't using standard grid reference, so we can't be too sure."
"118741","35","We let a creepy dude into the base."
"118777","37","I wouldn't say no to a hand, pardner!"
"118815","21","Okay. Think about it."
"118837","26","Return to the Landing Zone"
"118870","108","Well, when you get drunk you do stumble around like a zombie. Can't blame somebody for taking a shot at you."
"118979","107","Basically, we'll be able to hear their radio transmissions. I'll patch the interesting ones through to you."
"119087","27","Quality movie prop replica."
"119115","29","We've finally got our orders."
"119145","28","Second of the seventy-fifth."
"119180","86","Doctor Julene Horn is on her way to safety, or at least what passes for it these days."
